Store,Date,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Revenue,Predicted_Revenue,Profit_Gap,,,,
6,17/08/2012,0,87.53,3.571,223.6510224,5.668,1543049.52,1543049.52,0,,,,
6,24/08/2012,0,79.03,3.62,223.7860175,5.668,1501095.49,1577439.81,-76344.32,,,,
6,31/08/2012,0,83.58,3.638,223.9210125,5.668,1577439.81,1577439.81,0,,,,
6,07/09/2012,1,86.33,3.73,224.0560076,5.668,1608077.01,1608077.01,0,,,,
6,14/09/2012,0,76.41,3.717,224.2004678,5.668,1375166.86,1375166.86,0,,,,
6,21/09/2012,0,70.81,3.721,224.4017192,5.668,1425603.65,1425603.65,0,,,,
6,28/09/2012,0,77.82,3.666,224.6029706,5.668,1369131.46,1543461.12,-174329.66,,,,
6,05/10/2012,0,70.84,3.617,224.804222,5.329,1518177.71,1518177.71,0,,,,
6,12/10/2012,0,65.43,3.601,225.0054733,5.329,1459396.84,1459396.84,0,,,,
6,19/10/2012,0,69.68,3.594,225.0501013,5.329,1436883.99,1513635.64,-76751.65,,,,
6,26/10/2012,0,72.34,3.506,225.0686254,5.329,1431426.34,1517075.67,-85649.33,,,,
7,05/02/2010,0,10.53,2.58,189.3816974,9.014,496725.44,524104.92,-27379.48,,,,
7,12/02/2010,1,25.9,2.572,189.4642725,9.014,524104.92,524104.92,0,,,,
7,19/02/2010,0,27.28,2.55,189.5340998,9.014,506760.54,506760.54,0,,,,
7,26/02/2010,0,24.91,2.586,189.6018023,9.014,496083.24,524104.92,-28021.68,,,,
7,05/03/2010,0,35.86,2.62,189.6695049,9.014,491419.55,491419.55,0,,,,
7,12/03/2010,0,27.25,2.684,189.7372075,9.014,480452.1,480452.1,0,,,,
7,19/03/2010,0,29.04,2.692,189.734262,9.014,574450.23,574450.23,0,,,,
7,26/03/2010,0,23.33,2.717,189.7195417,9.014,514731.6,553714.87,-38983.27,,,,
7,02/04/2010,0,38.26,2.725,189.7048215,8.963,561145.14,561145.14,0,,,,
7,09/04/2010,0,33.79,2.75,189.6901012,8.963,484263.25,373655.61,110607.64,,,,
7,16/04/2010,0,41.89,2.765,189.6628845,8.963,406228.19,406228.19,0,,,,
7,23/04/2010,0,43.07,2.776,189.6190057,8.963,404751.25,404751.25,0,,,,
7,30/04/2010,0,38.99,2.766,189.575127,8.963,373655.61,373655.61,0,,,,
7,07/05/2010,0,40.07,2.771,189.5312483,8.963,395453.83,395453.83,0,,,,
7,14/05/2010,0,41.41,2.788,189.4904116,8.963,372673.61,395195.65,-22522.04,,,,
7,21/05/2010,0,46.6,2.776,189.467827,8.963,395195.65,395195.65,0,,,,
7,28/05/2010,0,54.24,2.737,189.4452425,8.963,442734.55,442734.55,0,,,,
7,04/06/2010,0,53.63,2.7,189.422658,8.963,509183.22,509183.22,0,,,,
7,11/06/2010,0,63.59,2.684,189.4000734,8.963,498580.87,498580.87,0,,,,
7,18/06/2010,0,52.7,2.674,189.4185259,8.963,481144.09,481144.09,0,,,,
7,25/06/2010,0,59.94,2.715,189.4533931,8.963,553714.87,553714.87,0,,,,
7,02/07/2010,0,61.31,2.728,189.4882603,9.017,575570.77,575570.77,0,,,,
7,09/07/2010,0,58,2.711,189.5231276,9.017,593462.34,593462.34,0,,,,
7,16/07/2010,0,62.19,2.699,189.6125456,9.017,557166.35,557166.35,0,,,,
7,23/07/2010,0,64.64,2.691,189.774698,9.017,570231.21,570231.21,0,,,,
7,30/07/2010,0,66.07,2.69,189.9368504,9.017,603547.16,603547.16,0,,,,
7,06/08/2010,0,61.7,2.69,190.0990028,9.017,643854.17,643854.17,0,,,,
7,13/08/2010,0,60.13,2.723,190.2611552,9.017,598185.4,561145.14,37040.26,,,,
7,20/08/2010,0,59.59,2.732,190.2948237,9.017,582353.17,582353.17,0,,,,
7,27/08/2010,0,57.57,2.731,190.3284922,9.017,554309.24,582353.17,-28043.93,,,,
7,03/09/2010,0,49.84,2.773,190.3621607,9.017,532765.05,535769.32,-3004.27,,,,
7,10/09/2010,1,48.5,2.78,190.3958293,9.017,535769.32,535769.32,0,,,,
7,17/09/2010,0,48.56,2.8,190.4688287,9.017,489408.53,489408.53,0,,,,
7,24/09/2010,0,47.55,2.793,190.5713264,9.017,488008.83,489408.53,-1399.7,,,,
7,01/10/2010,0,49.99,2.759,190.6738241,9.137,448998.73,448998.73,0,,,,
7,08/10/2010,0,44.13,2.745,190.7763218,9.137,480239.88,480239.88,0,,,,
7,15/10/2010,0,35.86,2.762,190.8623087,9.137,463370.48,463370.48,0,,,,
7,22/10/2010,0,36.84,2.762,190.9070184,9.137,472450.81,463370.48,9080.33,,,,
7,29/10/2010,0,34.78,2.748,190.951728,9.137,465493.15,465493.15,0,,,,
7,05/11/2010,0,49.44,2.729,190.9964377,9.137,480512.44,480512.44,0,,,,
7,12/11/2010,0,22.12,2.737,191.0411474,9.137,507584.29,507584.29,0,,,,
7,19/11/2010,0,25.56,2.758,191.0312172,9.137,482528.36,482528.36,0,,,,
7,26/11/2010,1,17.95,2.742,191.0121805,9.137,835189.26,835189.26,0,,,,
7,03/12/2010,0,21.88,2.712,190.9931437,9.137,552811.62,552811.62,0,,,,
7,10/12/2010,0,24.24,2.728,190.9741069,9.137,599730.07,599730.07,0,,,,
7,17/12/2010,0,20.74,2.778,191.0303376,9.137,716388.81,716388.81,0,,,,
7,24/12/2010,0,26.04,2.781,191.1430189,9.137,1045124.88,1045124.88,0,,,,
7,31/12/2010,1,13.76,2.829,191.2557002,9.137,729572.08,729572.08,0,,,,
7,07/01/2011,0,10.09,2.882,191.3683815,8.818,661163.94,661163.94,0,,,,
7,14/01/2011,0,11.32,2.911,191.4784939,8.818,547384.9,547384.9,0,,,,
7,21/01/2011,0,25.4,2.973,191.5731924,8.818,521539.46,547384.9,-25845.44,,,,
7,28/01/2011,0,10.11,3.008,191.667891,8.818,513372.17,513372.17,0,,,,
7,04/02/2011,0,-2.06,3.011,191.7625895,8.818,558027.77,558027.77,0,,,,
7,11/02/2011,1,10.24,3.037,191.8572881,8.818,559903.13,559903.13,0,,,,
7,18/02/2011,0,17.3,3.051,191.9178331,8.818,572387.47,572387.47,0,,,,
7,25/02/2011,0,17.46,3.101,191.9647167,8.818,546690.84,546690.84,0,,,,
7,04/03/2011,0,21.84,3.232,192.0116004,8.818,551378.39,551378.39,0,,,,
7,11/03/2011,0,20.7,3.372,192.058484,8.818,558963.83,558963.83,0,,,,
7,18/03/2011,0,27.69,3.406,192.1237981,8.818,635014.69,635014.69,0,,,,
7,25/03/2011,0,25.69,3.414,192.1964844,8.818,559061.58,635014.69,-75953.11,,,,
7,01/04/2011,0,24.83,3.461,192.2691707,8.595,513409.67,513409.67,0,,,,
7,08/04/2011,0,30.64,3.532,192.3418571,8.595,500552.16,500552.16,0,,,,
7,15/04/2011,0,27.79,3.611,192.4225954,8.595,423380.14,423380.14,0,,,,
7,22/04/2011,0,31.84,3.636,192.5234638,8.595,466594.89,466594.89,0,,,,
7,29/04/2011,0,26.79,3.663,192.6243322,8.595,410429.73,466594.89,-56165.16,,,,
7,06/05/2011,0,26.54,3.735,192.7252006,8.595,407012.47,527339.52,-120327.05,,,,
7,13/05/2011,0,36.61,3.767,192.826069,8.595,414094.05,414094.05,0,,,,
7,20/05/2011,0,36.16,3.828,192.831317,8.595,424670.98,424670.98,0,,,,
7,27/05/2011,0,37.51,3.795,192.8365651,8.595,457216.87,424670.98,32545.89,,,,
7,03/06/2011,0,45.77,3.763,192.8418131,8.595,542295.37,542295.37,0,,,,
7,10/06/2011,0,53.3,3.735,192.8470612,8.595,621099.95,621099.95,0,,,,
7,17/06/2011,0,48.79,3.697,192.9034759,8.595,610991.35,610991.35,0,,,,
7,24/06/2011,0,46.85,3.661,192.9982655,8.595,640043.97,640043.97,0,,,,
7,01/07/2011,0,58.54,3.597,193.0930552,8.622,704344.21,704344.21,0,,,,
7,08/07/2011,0,59.08,3.54,193.1878448,8.622,761793.94,761793.94,0,,,,
7,15/07/2011,0,54.37,3.532,193.3125484,8.622,642748.21,642748.21,0,,,,
7,22/07/2011,0,56.22,3.545,193.5120367,8.622,688043.96,688043.96,0,,,,
7,29/07/2011,0,56.66,3.547,193.711525,8.622,653382.62,653382.62,0,,,,
7,05/08/2011,0,55.91,3.554,193.9110133,8.622,695392.84,695392.84,0,,,,
7,12/08/2011,0,54.56,3.542,194.1105017,8.622,670670.46,642748.21,27922.25,,,,
7,19/08/2011,0,56.06,3.499,194.2500634,8.622,645156.21,645156.21,0,,,,
7,26/08/2011,0,57.6,3.485,194.3796374,8.622,629994.47,645156.21,-15161.74,,,,
7,02/09/2011,0,53.4,3.511,194.5092113,8.622,592355.24,592355.24,0,,,,
7,09/09/2011,1,45.61,3.566,194.6387853,8.622,613135.23,613135.23,0,,,,
7,16/09/2011,0,43.67,3.596,194.7419707,8.622,558981.45,558981.45,0,,,,
7,23/09/2011,0,43.67,3.581,194.8099713,8.622,536144.81,558981.45,-22836.64,,,,
7,30/09/2011,0,47.34,3.538,194.8779718,8.622,488880.26,488880.26,0,,,,
7,07/10/2011,0,40.65,3.498,194.9459724,8.513,525866.36,525866.36,0,,,,
7,14/10/2011,0,32.65,3.491,195.0261012,8.513,501959.19,501959.19,0,,,,
7,21/10/2011,0,37.49,3.548,195.1789994,8.513,558691.43,525866.36,32825.07,,,,
7,28/10/2011,0,28.82,3.55,195.3318977,8.513,527339.52,527339.52,0,,,,
7,04/11/2011,0,23.41,3.527,195.4847959,8.513,564536.01,564536.01,0,,,,
7,11/11/2011,0,19.53,3.505,195.6376941,8.513,556015.59,556015.59,0,,,,
7,18/11/2011,0,29.53,3.479,195.7184713,8.513,539826.56,539826.56,0,,,,
7,25/11/2011,1,27.6,3.424,195.7704,8.513,949075.87,949075.87,0,,,,
7,02/12/2011,0,20.38,3.378,195.8223287,8.513,591907.88,591907.88,0,,,,
7,09/12/2011,0,11.17,3.331,195.8742575,8.513,653845.45,653845.45,0,,,,
7,16/12/2011,0,15.2,3.266,195.9841685,8.513,720242.19,720242.19,0,,,,
7,23/12/2011,0,12.19,3.173,196.1713893,8.513,1059715.27,1059715.27,0,,,,
7,30/12/2011,1,15.56,3.119,196.3586101,8.513,815915.52,815915.52,0,,,,
7,06/01/2012,0,18.67,3.095,196.5458309,8.256,713117.66,563460.77,149656.89,,,,
7,13/01/2012,0,7.46,3.077,196.7330517,8.256,593875.46,593875.46,0,,,,
7,20/01/2012,0,27.41,3.055,196.7796652,8.256,578002.85,578002.85,0,,,,
7,27/01/2012,0,26.9,3.038,196.8262786,8.256,541037.98,620908.18,-79870.2,,,,
7,03/02/2012,0,22.2,3.031,196.8728921,8.256,580453.32,580453.32,0,,,,
7,10/02/2012,1,18.79,3.103,196.9195056,8.256,563460.77,563460.77,0,,,,
7,17/02/2012,0,27.03,3.113,196.9432711,8.256,620908.18,620908.18,0,,,,
7,24/02/2012,0,24.41,3.129,196.9499007,8.256,603041.14,620908.18,-17867.04,,,,
7,02/03/2012,0,21.64,3.191,196.9565303,8.256,551058.13,551058.13,0,,,,
7,09/03/2012,0,30.1,3.286,196.9631599,8.256,579166.5,579166.5,0,,,,
7,16/03/2012,0,37.29,3.486,197.0457208,8.256,669205.73,579166.5,90039.23,,,,
7,23/03/2012,0,35.06,3.664,197.2295234,8.256,615997.29,615997.29,0,,,,
7,30/03/2012,0,44.99,3.75,197.4133259,8.256,583322.2,583322.2,0,,,,
7,06/04/2012,0,44.29,3.854,197.5971285,8.09,621425.98,532739.77,88686.21,,,,
7,13/04/2012,0,41.43,3.901,197.780931,8.09,517420.23,457340.06,60080.17,,,,
7,20/04/2012,0,39.3,3.936,197.7227385,8.09,457340.06,457340.06,0,,,,
7,27/04/2012,0,51.49,3.927,197.664546,8.09,467827.75,426959.62,40868.13,,,,
7,04/05/2012,0,45.38,3.903,197.6063534,8.09,465198.89,465198.89,0,,,,
7,11/05/2012,0,48.54,3.87,197.5481609,8.09,460397.41,468428.3,-8030.89,,,,
7,18/05/2012,0,49.41,3.837,197.5553137,8.09,468428.3,468428.3,0,,,,
7,25/05/2012,0,50.6,3.804,197.5886046,8.09,532739.77,532739.77,0,,,,
7,01/06/2012,0,55.06,3.764,197.6218954,8.09,598495.02,530842.25,67652.77,,,,
7,08/06/2012,0,63.07,3.741,197.6551863,8.09,642963.75,642963.75,0,,,,
7,15/06/2012,0,59.33,3.723,197.692292,8.09,666942.02,666942.02,0,,,,
7,22/06/2012,0,63.69,3.735,197.7389345,8.09,687344.68,687344.68,0,,,,
7,29/06/2012,0,68.84,3.693,197.785577,8.09,704335.41,704335.41,0,,,,
7,06/07/2012,0,64.67,3.646,197.8322195,7.872,805642.61,805642.61,0,,,,
7,13/07/2012,0,64.21,3.613,197.8788621,7.872,694150.89,694150.89,0,,,,
7,20/07/2012,0,62.87,3.585,197.9290378,7.872,686345.69,686345.69,0,,,,
7,27/07/2012,0,64.6,3.57,197.9792136,7.872,686365.4,686365.4,0,,,,
7,03/08/2012,0,61.83,3.528,198.0293893,7.872,680954.81,680954.81,0,,,,
7,10/08/2012,0,63.41,3.509,198.0795651,7.872,675926.3,675926.3,0,,,,
7,17/08/2012,0,59.66,3.545,198.1001057,7.872,642450.4,642450.4,0,,,,
7,24/08/2012,0,59.27,3.558,198.0984199,7.872,609099.37,609099.37,0,,,,
7,31/08/2012,0,60.46,3.556,198.0967341,7.872,586467.16,586467.16,0,,,,
7,07/09/2012,1,57.84,3.596,198.0950484,7.872,597876.55,597876.55,0,,,,
7,14/09/2012,0,53.66,3.659,198.1267184,7.872,541120.2,541120.2,0,,,,
7,21/09/2012,0,51.77,3.765,198.358523,7.872,530842.25,530842.25,0,,,,
7,28/09/2012,0,50.64,3.789,198.5903276,7.872,525545.76,525545.76,0,,,,
7,05/10/2012,0,48.43,3.779,198.8221322,7.557,505830.56,505830.56,0,,,,
7,12/10/2012,0,41.43,3.76,199.0539368,7.557,503463.93,503463.93,0,,,,
7,19/10/2012,0,43.01,3.75,199.1481963,7.557,516424.83,516424.83,0,,,,
7,26/10/2012,0,42.53,3.686,199.2195317,7.557,495543.28,516424.83,-20881.55,,,,
8,05/02/2010,0,34.14,2.572,214.4714512,6.299,1004137.09,1004137.09,0,,,,
8,12/02/2010,1,33.34,2.548,214.6214189,6.299,994801.4,994801.4,0,,,,
8,19/02/2010,0,39.1,2.514,214.6664878,6.299,963960.37,963960.37,0,,,,
8,26/02/2010,0,37.91,2.561,214.6940735,6.299,847592.11,847592.11,0,,,,
8,05/03/2010,0,45.64,2.625,214.7216592,6.299,881503.95,881503.95,0,,,,
8,12/03/2010,0,49.76,2.667,214.7492449,6.299,860336.16,860336.16,0,,,,
8,19/03/2010,0,47.26,2.72,214.5764954,6.299,839911,963960.37,-124049.37,,,,
8,26/03/2010,0,46.51,2.732,214.3703567,6.299,772539.12,963960.37,-191421.25,,,,
8,02/04/2010,0,60.18,2.719,214.164218,6.29,914500.91,868041.56,46459.35,,,,
8,09/04/2010,0,59.25,2.77,213.9580793,6.29,916033.92,916033.92,0,,,,
8,16/04/2010,0,62.66,2.808,213.8186357,6.29,882917.12,882917.12,0,,,,
8,23/04/2010,0,56.1,2.795,213.768119,6.29,850440.26,850440.26,0,,,,
8,30/04/2010,0,61.01,2.78,213.7176024,6.29,778672.64,778672.64,0,,,,
8,07/05/2010,0,62.68,2.835,213.6670857,6.29,916820.96,916820.96,0,,,,
8,14/05/2010,0,61.35,2.854,213.6655355,6.29,873337.84,873337.84,0,,,,
8,21/05/2010,0,66.03,2.826,213.9577839,6.29,818333.21,818333.21,0,,,,
8,28/05/2010,0,74.71,2.759,214.2500323,6.29,868041.56,868041.56,0,,,,
8,04/06/2010,0,75.71,2.705,214.5422806,6.29,958225.41,958225.41,0,,,,
8,11/06/2010,0,82.21,2.668,214.834529,6.29,914835.86,914835.86,0,,,,
8,18/06/2010,0,78.79,2.637,214.8324452,6.29,869922.56,869922.56,0,,,,
8,25/06/2010,0,81.78,2.653,214.7126286,6.29,814919.11,814919.11,0,,,,
8,02/07/2010,0,74.78,2.669,214.5928119,6.315,852333.75,852333.75,0,,,,
8,09/07/2010,0,72.49,2.642,214.4729952,6.315,845289.77,845289.77,0,,,,
8,16/07/2010,0,77.49,2.623,214.4640599,6.315,848630.57,848630.57,0,,,,
8,23/07/2010,0,78.29,2.608,214.6029664,6.315,785515.88,785515.88,0,,,,
8,30/07/2010,0,76.02,2.64,214.7418728,6.315,787295.09,787295.09,0,,,,
8,06/08/2010,0,80.37,2.627,214.8807793,6.315,893399.77,893399.77,0,,,,
8,13/08/2010,0,80.11,2.692,215.0196857,6.315,867919.21,867919.21,0,,,,
8,20/08/2010,0,79.36,2.664,214.9779825,6.315,870676.44,870676.44,0,,,,
8,27/08/2010,0,74.92,2.619,214.9362793,6.315,888816.78,888816.78,0,,,,
8,03/09/2010,0,76.14,2.577,214.894576,6.315,899036.47,899036.47,0,,,,
8,10/09/2010,1,74.34,2.565,214.8528728,6.315,831425.2,831425.2,0,,,,
8,17/09/2010,0,75.32,2.582,214.8785562,6.315,836707.85,836707.85,0,,,,
8,24/09/2010,0,72.21,2.624,214.9547795,6.315,773725.08,773725.08,0,,,,
8,01/10/2010,0,68.7,2.603,215.0310029,6.433,804105.49,804105.49,0,,,,
8,08/10/2010,0,62.94,2.633,215.1072262,6.433,870349.86,870349.86,0,,,,
8,15/10/2010,0,62.59,2.72,215.1757,6.433,826546.96,826546.96,0,,,,
8,22/10/2010,0,62.86,2.725,215.2248,6.433,836419.14,826546.96,9872.18,,,,
8,29/10/2010,0,57.93,2.716,215.2739,6.433,830756.76,830756.76,0,,,,
8,05/11/2010,0,55.76,2.689,215.323,6.433,927266.34,927266.34,0,,,,
8,12/11/2010,0,54.89,2.728,215.3721,6.433,911538.98,911538.98,0,,,,
8,19/11/2010,0,43.86,2.771,215.2538714,6.433,885608.04,885608.04,0,,,,
8,26/11/2010,1,51.07,2.735,215.1077548,6.433,1261693.16,1261693.16,0,,,,
8,03/12/2010,0,42.85,2.708,214.9616381,6.433,952766.93,952766.93,0,,,,
8,10/12/2010,0,42.47,2.843,214.8155214,6.433,1069061.63,1069061.63,0,,,,
8,17/12/2010,0,45.03,2.869,214.7510843,6.433,1220579.55,1220579.55,0,,,,
8,24/12/2010,0,45.67,2.886,214.7479069,6.433,1511641.09,1511641.09,0,,,,
8,31/12/2010,1,41.47,2.943,214.7447295,6.433,773586.49,773586.49,0,,,,
8,07/01/2011,0,35.77,2.976,214.7415521,6.262,873065.23,873065.23,0,,,,
8,14/01/2011,0,31.62,2.983,214.7930991,6.262,809646.66,809646.66,0,,,,
8,21/01/2011,0,42.06,3.016,215.1729926,6.262,822668.23,822668.23,0,,,,
8,28/01/2011,0,39.26,3.01,215.5528862,6.262,782256.66,782256.66,0,,,,
8,04/02/2011,0,24.48,2.989,215.9327797,6.262,944594.78,944594.78,0,,,,
8,11/02/2011,1,28.26,3.022,216.3126733,6.262,996147.39,996147.39,0,,,,
8,18/02/2011,0,50.64,3.045,216.6310383,6.262,1065108.64,1065108.64,0,,,,
8,25/02/2011,0,51.29,3.065,216.9247918,6.262,917317.15,1065108.64,-147791.49,,,,
8,04/03/2011,0,53.18,3.288,217.2185454,6.262,935266.43,935266.43,0,,,,
8,11/03/2011,0,49.14,3.459,217.512299,6.262,900387.29,900387.29,0,,,,
8,18/03/2011,0,56.68,3.488,217.7705442,6.262,898289.14,898289.14,0,,,,
8,25/03/2011,0,59.74,3.473,218.0145862,6.262,827968.36,827968.36,0,,,,
8,01/04/2011,0,49.86,3.524,218.2586281,6.297,878762.3,878762.3,0,,,,
8,08/04/2011,0,65.62,3.622,218.50267,6.297,949825.83,949825.83,0,,,,
8,15/04/2011,0,63.55,3.743,218.7262524,6.297,908278.74,908278.74,0,,,,
8,22/04/2011,0,65.11,3.807,218.8986857,6.297,937473.13,937473.13,0,,,,
8,29/04/2011,0,62.29,3.81,219.071119,6.297,855014.77,855014.77,0,,,,
8,06/05/2011,0,58.92,3.906,219.2435524,6.297,941457.34,941457.34,0,,,,
8,13/05/2011,0,72.96,3.899,219.4159857,6.297,895763.41,895763.41,0,,,,
8,20/05/2011,0,65.54,3.907,219.1746922,6.297,836049.89,836049.89,0,,,,
8,27/05/2011,0,73.14,3.786,218.9333986,6.297,857939.41,857939.41,0,,,,
8,03/06/2011,0,82.05,3.699,218.6921051,6.297,929222.16,949825.83,-20603.67,,,,
8,10/06/2011,0,82.21,3.648,218.4508115,6.297,897309.41,897309.41,0,,,,
8,17/06/2011,0,84.73,3.637,218.4021448,6.297,922048.41,864881.24,57167.17,,,,
8,24/06/2011,0,83.94,3.594,218.4979481,6.297,864881.24,864881.24,0,,,,
8,01/07/2011,0,87.26,3.524,218.5937514,6.425,883683.35,883683.35,0,,,,
8,08/07/2011,0,83.57,3.48,218.6895548,6.425,861965.12,861965.12,0,,,,
8,15/07/2011,0,84.26,3.575,218.7746217,6.425,849925.37,849925.37,0,,,,
8,22/07/2011,0,85.46,3.651,218.8328475,6.425,829902.42,829902.42,0,,,,
8,29/07/2011,0,86.46,3.682,218.8910733,6.425,807082.19,807082.19,0,,,,
8,05/08/2011,0,85.15,3.684,218.9492991,6.425,892393.77,807082.19,85311.58,,,,
8,12/08/2011,0,86.05,3.638,219.0075249,6.425,856796.1,856796.1,0,,,,
8,19/08/2011,0,82.92,3.554,219.0701968,6.425,895066.5,895066.5,0,,,,
8,26/08/2011,0,84.69,3.523,219.1336097,6.425,912542.82,912542.82,0,,,,
8,02/09/2011,0,84.77,3.533,219.1970226,6.425,891387.14,891387.14,0,,,,
8,09/09/2011,1,69.01,3.546,219.2604355,6.425,848358.09,848358.09,0,,,,
8,16/09/2011,0,69.09,3.526,219.4442443,6.425,870971.82,848358.09,22613.73,,,,
8,23/09/2011,0,68.72,3.467,219.788581,6.425,806444.29,806444.29,0,,,,
8,30/09/2011,0,72.2,3.355,220.1329176,6.425,809049.37,809049.37,0,,,,
8,07/10/2011,0,67.61,3.285,220.4772543,6.123,929976.55,929976.55,0,,,,
8,14/10/2011,0,61.74,3.274,220.7960935,6.123,863188.26,863188.26,0,,,,
8,21/10/2011,0,59.97,3.353,220.9619484,6.123,905984.49,905984.49,0,,,,
8,28/10/2011,0,56.86,3.372,221.1278032,6.123,876712.31,876712.31,0,,,,
8,04/11/2011,0,49.68,3.332,221.2936581,6.123,947815.05,947815.05,0,,,,
8,11/11/2011,0,50.56,3.297,221.4595129,6.123,917088.48,917088.48,0,,,,
8,18/11/2011,0,51.72,3.308,221.6911738,6.123,897032.19,897032.19,0,,,,
8,25/11/2011,1,49.61,3.236,221.9491571,6.123,1235163.86,1235163.86,0,,,,
8,02/12/2011,0,40.82,3.172,222.2071405,6.123,986601.46,986601.46,0,,,,
8,09/12/2011,0,30.51,3.158,222.4651238,6.123,1051922.95,1051922.95,0,,,,
8,16/12/2011,0,39.79,3.159,222.6910959,6.123,1118163.94,1118163.94,0,,,,
8,23/12/2011,0,38.16,3.112,222.8743862,6.123,1462254.05,1051922.95,410331.1,,,,
8,30/12/2011,1,36.33,3.129,223.0576765,6.123,858572.22,1235163.86,-376591.64,,,,
8,06/01/2012,0,43.47,3.157,223.2409668,5.825,872113.23,872113.23,0,,,,
8,13/01/2012,0,36.46,3.261,223.4242571,5.825,817661.76,817661.76,0,,,,
8,20/01/2012,0,46.81,3.268,223.5188055,5.825,813954.82,813954.82,0,,,,
8,27/01/2012,0,45.52,3.29,223.6133539,5.825,778178.53,778178.53,0,,,,
8,03/02/2012,0,45.56,3.36,223.7079023,5.825,927610.69,927610.69,0,,,,
8,10/02/2012,1,35.71,3.409,223.8024507,5.825,1021400.42,1235163.86,-213763.44,,,,
8,17/02/2012,0,37.51,3.51,223.9658621,5.825,1096232.89,1096232.89,0,,,,
8,24/02/2012,0,46.33,3.555,224.1809207,5.825,928537.54,928537.54,0,,,,
8,02/03/2012,0,50.95,3.63,224.3959793,5.825,952264.91,952264.91,0,,,,
8,09/03/2012,0,49.59,3.669,224.6110379,5.825,960115.56,960115.56,0,,,,
8,16/03/2012,0,56.63,3.734,224.7657327,5.825,921178.39,921178.39,0,,,,
8,23/03/2012,0,52.9,3.787,224.8399424,5.825,874223.25,874223.25,0,,,,
8,30/03/2012,0,66.69,3.845,224.9141521,5.825,905935.29,905935.29,0,,,,
8,06/04/2012,0,62.18,3.891,224.9883618,5.679,1046816.59,1046816.59,0,,,,
8,13/04/2012,0,65.19,3.891,225.0625714,5.679,909989.45,909989.45,0,,,,
8,20/04/2012,0,63.59,3.877,225.1179914,5.679,872288.46,872288.46,0,,,,
8,27/04/2012,0,70.34,3.814,225.1734114,5.679,879448.25,879448.25,0,,,,
8,04/05/2012,0,73.96,3.749,225.2288314,5.679,937232.09,937232.09,0,,,,
8,11/05/2012,0,64.96,3.688,225.2842514,5.679,920128.89,920128.89,0,,,,
8,18/05/2012,0,64.16,3.63,225.3002908,5.679,913922.01,913922.01,0,,,,
8,25/05/2012,0,76.11,3.561,225.3005779,5.679,895157.44,895157.44,0,,,,
8,01/06/2012,0,78.31,3.501,225.300865,5.679,921161.2,921161.2,0,,,,
8,08/06/2012,0,74.28,3.452,225.3011521,5.679,928820,928820,0,,,,
8,15/06/2012,0,77.14,3.393,225.3134743,5.679,916918.7,916918.7,0,,,,
8,22/06/2012,0,78.85,3.346,225.3558843,5.679,899449.65,899449.65,0,,,,
8,29/06/2012,0,84.47,3.286,225.3982943,5.679,878298.22,878298.22,0,,,,
8,06/07/2012,0,81.24,3.227,225.4407043,5.401,936205.5,936205.5,0,,,,
8,13/07/2012,0,78.46,3.256,225.4831143,5.401,890488.01,890488.01,0,,,,
8,20/07/2012,0,79.94,3.311,225.4930078,5.401,888834.07,890488.01,-1653.94,,,,
8,27/07/2012,0,81.71,3.407,225.5029014,5.401,838227.52,838227.52,0,,,,
8,03/08/2012,0,85.06,3.417,225.5127949,5.401,897076.73,897076.73,0,,,,
8,10/08/2012,0,83.74,3.494,225.5226885,5.401,930745.69,930745.69,0,,,,
8,17/08/2012,0,81.21,3.571,225.6050797,5.401,896613.19,895157.44,1455.75,,,,
8,24/08/2012,0,73.77,3.62,225.7418442,5.401,936373.65,936373.65,0,,,,
8,31/08/2012,0,75.33,3.638,225.8786088,5.401,976137.73,976137.73,0,,,,
8,07/09/2012,1,80.87,3.73,226.0153733,5.401,932160.37,932160.37,0,,,,
8,14/09/2012,0,67.21,3.717,226.1615981,5.401,883569.38,920128.89,-36559.51,,,,
8,21/09/2012,0,66.96,3.721,226.3645848,5.401,857796.45,920128.89,-62332.44,,,,
8,28/09/2012,0,71.1,3.666,226.5675714,5.401,884724.41,920128.89,-35404.48,,,,
8,05/10/2012,0,61.41,3.617,226.7705581,5.124,976436.02,976436.02,0,,,,
8,12/10/2012,0,55.03,3.601,226.9735448,5.124,927511.99,874223.25,53288.74,,,,
8,19/10/2012,0,62.99,3.594,227.0184166,5.124,900309.75,900309.75,0,,,,
8,26/10/2012,0,64.74,3.506,227.0369359,5.124,891671.44,891671.44,0,,,,
9,05/02/2010,0,38.01,2.572,214.6554591,6.415,549505.55,549505.55,0,,,,
9,12/02/2010,1,37.08,2.548,214.8056534,6.415,552677.48,552677.48,0,,,,
9,19/02/2010,0,43.06,2.514,214.8506185,6.415,511327.9,511327.9,0,,,,
9,26/02/2010,0,43.83,2.561,214.8780453,6.415,473773.27,511327.9,-37554.63,,,,
9,05/03/2010,0,48.43,2.625,214.9054721,6.415,507297.88,507297.88,0,,,,
9,12/03/2010,0,55.76,2.667,214.932899,6.415,494145.8,494145.8,0,,,,
9,19/03/2010,0,53.15,2.72,214.7597274,6.415,485744.61,484946.56,798.05,,,,
9,26/03/2010,0,51.8,2.732,214.5531227,6.415,484946.56,484946.56,0,,,,
